time,ee_x,ee_y,ee_z,chassis_x,chassis_y,chassis_yaw
4.62119722366333,0.12276361351824755,0.10914993979109436,1.0899260231618029,0.0,0.0,0.0
4.626645565032959,0.12278868457877767,0.10914570084301109,1.0898824535365401,0.0,0.0,0.0
4.634393215179443,0.12282657855702889,0.10913942404710253,1.0898282834745818,2.1694759574039138e-08,5.7115959146379274e-08,-4.203672317402331e-22
4.640488386154175,0.12286648450195588,0.10913240689012238,1.0897758692237567,4.307183987981261e-08,1.0303780135667072e-07,-1.2661398378566865e-21
4.64875340461731,0.1229035462676027,0.10912523419958385,1.089729108882898,6.653397424174535e-08,1.4151146439763895e-07,9.149148212339657e-20
4.653865098953247,0.12293594284978518,0.10911818318982425,1.0896887714007217,9.119260479776886e-08,1.6861334600976898e-07,1.665028608472784e-19
4.661066770553589,0.12296335073499302,0.10911137929235591,1.0896545107368767,1.1680588636956421e-07,1.8422575718225022e-07,8.181264201863487e-20
4.667799234390259,0.12298610334673546,0.10910487852798845,1.0896256371843587,1.4313506074066615e-07,1.8824694913154462e-07,1.676110934164585e-19
4.675074577331543,0.12300498898128466,0.10909864070421933,1.0896013660727928,1.699619919049984e-07,1.8065621938682602e-07,1.6702130157048628e-19
4.6825315952301025,0.12302076682335106,0.10909282571703496,1.089580953899702,1.9614895162478746e-07,1.5878648806495978e-07,1.8349456605697607e-19
4.68936824798584,0.12303369801964015,0.10908732655995258,1.0895638921421804,2.2128917707003922e-07,1.213985796212218e-07,3.0225535719741296e-19
4.698314666748047,0.12304418270100898,0.10908212479875391,1.0895496558825661,2.46643015058745e-07,8.22230876419297e-08,3.123655892605129e-19
4.725040912628174,0.12304152506645738,0.10907794606691841,1.0895404815952274,2.720447062342214e-07,3.283483435817199e-08,2.269057010659528e-19
4.7392191886901855,0.12300847389096493,0.10907770109528772,1.0895398279724497,3.2157180720271206e-07,-4.728031458008459e-08,2.678677976328868e-19
5.038873195648193,0.12294576760329542,0.10907388965270255,1.0895465480734365,4.6792480618503036e-07,4.509491621689107e-07,3.339710857102773e-19
5.057279348373413,0.12282237792326824,0.10907061086222762,1.0895660308265882,6.884040306617562e-07,6.327682794653696e-07,4.2960389370189655e-19
5.070892572402954,0.12271173868630607,0.10905933805495666,1.089584622535827,1.1233898791001082e-06,1.0278952978257438e-06,4.1104577322785174e-19
5.080583810806274,0.12261274511322343,0.10904805497973408,1.089601294102518,1.4969045958814907e-06,8.131585426258138e-07,3.9058602753495215e-19
5.1236937046051025,0.12252223194764836,0.1090379284190721,1.0896167166351425,1.8896686842507533e-06,5.618081970906324e-07,4.745492773012946e-19
5.1275365352630615,0.12243895937156438,0.10902939211920655,1.0896310935753863,2.2989904098506377e-06,2.9112017699549186e-07,5.828678979140755e-19
5.134900808334351,0.12237745705170507,0.10902802739378968,1.0896415361516747,2.723639029049258e-06,5.246548372664211e-09,5.808152822922675e-19
5.143723011016846,0.12232527023446702,0.10902890375449638,1.0896504905351023,3.1178564883002405e-06,3.0660593261285547e-07,5.496726186726095e-19
5.151173830032349,0.1222637889627352,0.1090253852389665,1.0896613486892217,3.5200481440030484e-06,6.583121433261065e-07,4.686706420356805e-19
